INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;latitude;longitude
A CASA CIBELLA B&B;Unica;VIA GIOVANNI LIVRAGHI, 1;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.88449;12.46063
A CASA DI PE;Categoria 2;VIA DI DONNA OLIMPIA, 20;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.87926;12.45101
A CASA DI SILVANA;Unica;VIA PORTUENSE, 532;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;1;0;0;0;0;0;41.85785;12.44741
A CASA SORRISO;Unica;VIA PAOLO EMILIO PAVOLINI, 55;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;1;0;0;0;0;0;41.87552;12.34556
A CASETTA NOSTRA DI T. FECCIA;Categoria 1;VIA GIOVANNI DE CALVI, 6;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.86919;12.44599
A PONTE BIANCO;Unica;VIA FRANCESCO MASSI, 3;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.87285;12.46019
A.ROMA LIFESTYLE HOTEL ROME;4 Stelle;VIA GIORGIO ZOEGA, 59;Municipio XII (ex Mun XVI);Albergo;0;274;0;2;0;0;0;0;41.8749;12.43279
ABBRACCIAROMA;Categoria 2;VIA FEDERICO OZANAM, 10;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.87547;12.44713
ABRUZZESE BED AND BREAKFAST;Unica;VIA DI MONTE VERDE, 6;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.87224;12.45707
AD Trastevere Guest House o Affittacamere;Categoria 3;VIALE DI TRASTEVERE, 118;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.88247;12.46824
AFFITTACAMERE ROOMS MONTEVERDE;Categoria 3;PIAZZA CARLO ALBERTO SCOTTI, 20;Municipio XII (ex Mun XVI);Guest House o Affittacamere;2;2;0;0;0;0;0;0;41.86964;12.44578
AI QUATTRO VENTI;Unica;VIALE DEI QUATTRO VENTI, 106;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.88104;12.45852
AIDA CHARMING ROOMS;Categoria 3;VIALE DEI COLLI PORTUENSI, 226;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.86939;12.44326
AL CASALETTO;Unica;VIA DEL CASALETTO, 538;Municipio XII (ex Mun XVI);Casa per ferie;0;0;0;0;0;0;0;0;41.85809;12.43796
AL GIANICOLO B&B;Unica;VIA FRANCESCO DOMENICO GUERRAZZI, 6;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.87919;12.46243
AL GIARDINO DELLE TARTARUGHE;Categoria 2;VIA DANTE DE BLASI, 31;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0;4;0;0;0;0;0;0;41.86013;12.44503
AL GIARDINO DI GIULIA 2 B&B;Unica;VIA DEI GONZAGA, 183;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.87899;12.41884
AL NOSTRO VILLINO;Unica;VIA GIOVANNI BATTISTA CANOBI, 4;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.87146;12.448
L VICOLETTO;Unica;VIA GIUSEPPE PARINI, 7;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.87452;12.46531
ALBA ROMANA B&B;Unica;VIA DI VAL TELLINA, 59;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.86736;12.44794
ALEX'S GUEST HOUSE;Categoria 2;VIA CESARE PASCARELLA, 46;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.87663;12.46716
ALLA MAGNOLIA B&B;Unica;VIA GIULIA DI GALLESE, 18;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.87149;12.44689
ALLA STRADINA DI TRASTEVERE;Categoria 2;VIA GIUSEPPE PARINI, 7;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.87452;12.46531
ALLA STRADINA DI TRASTEVERE 2;Categoria 2;VIA GIUSEPPE PARINI, 7;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.87452;12.46531
ALMA LIVIA;Categoria 2;VIA FEDERICO OZANAM, 53;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;1;0;0;0;0;0;41.87638;12.44838
AMADEUS APARTMENT;Categoria 2;VIA DELLA PISANA, 193;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);3;0;0;0;0;0;0;0;41.87942;12.41674
ANGELUCCI HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 1;VIA DELLA PISANA, 313;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0;41.87454;12.41362
ANNA'S HOUSE;Unica;VIA ANTON GIULIO BARRILI, 41;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0;41.88078;12.46
NTONIO CESARI 8;Categoria 2;VIA ANTONIO CESARI, 8;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.88001;12.459
PARTMENT VENTINOVE;Categoria 3;VIA PORTUENSE, 119;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.87265;12.44343
APPARTAMENTO 60ASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA GIACINTO CARINI, 60;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.88353;12.46076
AT FRIEND'S HOME;Categoria 3;VIA VINCENZO MONTI, 4;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.87418;12.46263
AURELIA GARDEN GOLD;Unica;VIA DEIVA MARINA, 30;Municipio XII (ex Mun XVI);Bed & Breakfast imprenditoriale;0;2;0;0;0;0;0;0;41.88296;12.40291
AURELIA HOUSE AND LOFT;Categoria 2;VIA GIOVANNI PACCHIONI, 31;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;8;0;41.88191;12.38299
AURELIA PALACE;Categoria 2;VIA GIOVANNI PACCHIONI, 31;Municipio XII (ex Mun XVI);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.88191;12.38299
AURELIA PARK RESORT;Categoria 3;VIA DEGLI ANDOSILLA, 30;Municipio XII (ex Mun XVI);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;6;0;41.8818;12.39458
AURORA FLOWER - sospensione temporanea;Categoria 3;CIRCONVALLAZIONE GIANICOLENSE, 179;Municipio XII (ex Mun XVI);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.87525;12.44551
Abbraccio B&B;Unica;VIA FRANCESCO AQUILANTI, 110;Municipio XII (ex Mun XVI);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0;41.87027;12.35493
Alloggio per uso turistico 1001;Unica;VIA DEI BAGLIONI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87877;12.42453
Alloggio per uso turistico 1002;Unica;VIA DEI BAGLIONI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87877;12.42453
Alloggio per uso turistico 1006;Unica;VIA ETTORE ROLLI, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8741;12.46746
Alloggio per uso turistico 1009;Unica;CIRCONVALLAZIONE GIANICOLENSE, 143/C;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87358;12.44775
Alloggio per uso turistico 1010;Unica;VIA DI MONTE VERDE, 2/G;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87247;12.45783
Alloggio per uso turistico 1069;Unica;VIALE DEI QUATTRO VENTI, 96;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88161;12.45857
Alloggio per uso turistico 1098;Unica;VIA PORTUENSE, 107;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8772;12.46802
Alloggio per uso turistico 1199;Unica;VIA PORTUENSE, 101;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87723;12.46803
Alloggio per uso turistico 1225;Unica;VIA FEDERICO DI DONATO, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86544;12.44862
Alloggio per uso turistico 1260;Unica;VIA CIRO TRABALZA, 105;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87743;12.35239
Alloggio per uso turistico 1288;Unica;VIALE DEI QUATTRO VENTI, 96/B;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88142;12.45855
Alloggio per uso turistico 1335;Unica;VIA CARLO PISACANE, 25;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.96765;12.75859
Alloggio per uso turistico 1380;Unica;VIALE DEI COLLI PORTUENSI, 230;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86898;12.44336
Alloggio per uso turistico 1394;Unica;VIA PASQUALE REVOLTELLA, 96;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.874;12.45245
Alloggio per uso turistico 1422;Unica;VICOLO VICINALE, 25;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87888;12.44722
Alloggio per uso turistico 1435;Unica;VIA LUIGI ZAMBARELLI, 23;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87674;12.44559
Alloggio per uso turistico 1441;Unica;VIA DI S. PANCRAZIO, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88578;12.456
lloggio per uso turistico 1443;Unica;VIA UGO BASSI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88217;12.464
lloggio per uso turistico 1476;Unica;VIA VINCENZO USSANI, 90;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.85844;12.44121
Alloggio per uso turistico 1478;Unica;VIA DEGLI ORTI DI GALBA, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87971;12.45149
Alloggio per uso turistico 151;Unica;VIA INNOCENZO X, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88236;12.45419
Alloggio per uso turistico 1553;Unica;VIA LIVIO TEMPESTA, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86457;12.44554
Alloggio per uso turistico 1562;Unica;CIRCONVALLAZIONE GIANICOLENSE, 111;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87084;12.45
lloggio per uso turistico 1620;Unica;VIA FABIOLA, 9;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87632;12.45006
Alloggio per uso turistico 1635;Unica;VIA PIO FOA', 63;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87857;12.448
loggio per uso turistico 1688;Unica;VIA GIOVANNI STEFANO ROCCATAGLIATA, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87494;12.45155
Alloggio per uso turistico 1712;Unica;VIA GIACINTO CARINI, 758;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88512;12.46093
Alloggio per uso turistico 1714;Unica;CIRCONVALLAZIONE GIANICOLENSE, 190;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87031;12.45213
Alloggio per uso turistico 1726;Unica;LUNGOTEVERE DEGLI ARTIGIANI, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.874;12.46997
Alloggio per uso turistico 1773;Unica;VIA QUIRICO FILOPANTI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87904;12.46405
Alloggio per uso turistico 1784;Unica;VIA ANTON GIULIO BARRILI, 39;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88048;12.46059
Alloggio per uso turistico 1807;Unica;VIA AMBROGIO TRAVERSARI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87809;12.46477
Alloggio per uso turistico 1823;Unica;VIA PANFILO CASTALDI, 9;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8745;12.46709
Alloggio per uso turistico 183;Unica;VIA DEI MALATESTA, 423;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88108;12.424
loggio per uso turistico 1833;Unica;PIAZZA FONTEIANA, 14/B;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88067;12.45383
Alloggio per uso turistico 1854;Unica;VIA ETTORE ROLLI, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8741;12.46746
Alloggio per uso turistico 187;Unica;VIA GABRIELE ROSSETTI, 1;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88248;12.46316
Alloggio per uso turistico 191;Unica;VIA S. VINCENZO DE' PAOLI, 24;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87196;12.45669
Alloggio per uso turistico 1918;Unica;VIA GIOVANNI DA CASTEL BOLOGNESE, 59;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87428;12.468
lloggio per uso turistico 1950;Unica;VIA FRANCESCO MASSI, 3;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87285;12.46019
Alloggio per uso turistico 1981;Unica;CIRCONVALLAZIONE GIANICOLENSE, 22;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87305;12.46383
Alloggio per uso turistico 2020;Unica;VIA PIETRO STERBINI, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88067;12.46575
Alloggio per uso turistico 204;Unica;VIA MADDALENA RAINERI, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87336;12.44098
Alloggio per uso turistico 2068;Unica;VIA ANGELO BELLANI, 32;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87289;12.468
lloggio per uso turistico 2102;Unica;VIA FEDERICO OZANAM, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87566;12.44742
Alloggio per uso turistico 2110;Unica;VIA CESARE PASCARELLA, 34;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87666;12.46688
Alloggio per uso turistico 2139;Unica;VIA GIULIA DI GALLESE, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87182;12.44829
Alloggio per uso turistico 2156;Unica;VIA EDOARDO JENNER, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87348;12.44478
Alloggio per uso turistico 2164;Unica;VIA GIUSEPPE PARINI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87452;12.46531
Alloggio per uso turistico 2172;Unica;VIA VITELLIA, 55;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88005;12.44844
Alloggio per uso turistico 2192;Unica;VIA CLEONIA, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88097;12.45361
Alloggio per uso turistico 223;Unica;VIA GIOVANNI BATTISTA CANOBI, 7;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87139;12.44881
Alloggio per uso turistico 2230;Unica;VIALE DEI QUATTRO VENTI, 156;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87886;12.45839
Alloggio per uso turistico 2231;Unica;VIA CLEONIA, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88097;12.45361
Alloggio per uso turistico 2247;Unica;VIA DEI GUADAGNI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87567;12.42103
Alloggio per uso turistico 2248;Unica;VIA DEI GUADAGNI, 2;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87567;12.42103
Alloggio per uso turistico 2249;Unica;VIA DANTE DE BLASI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86027;12.44454
Alloggio per uso turistico 2282;Unica;VIA PORTUENSE, 165;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87325;12.46712
Alloggio per uso turistico 2283;Unica;VIA FELICE CAVALLOTTI, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87713;12.462
loggio per uso turistico 2314;Unica;VIA GIULIA DI GALLESE, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87182;12.44829
Alloggio per uso turistico 2387;Unica;VIA DELLA NOCETTA, 36;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88151;12.43464
Alloggio per uso turistico 2461;Unica;VIA SILVESTRI, 240;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87716;12.42951
Alloggio per uso turistico 248;Unica;VIA EDOARDO JENNER, 47;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8732;12.44483
Alloggio per uso turistico 2487;Unica;VIA GIOVANNI FILIPPO INGRASSIA, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87305;12.45703
Alloggio per uso turistico 249;Unica;VIA CATERINA FIESCHI, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86997;12.44912
Alloggio per uso turistico 2492;Unica;VIA UGO BASSI, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88217;12.46407
Alloggio per uso turistico 251;Unica;VIA ALESSANDRO POERIO, 76/A;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87862;12.46303
Alloggio per uso turistico 2511;Unica;VIA S. GIROLAMO EMILIANI, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87068;12.45306
Alloggio per uso turistico 2517;Unica;VIA AURELIO SALICETI, 13;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88202;12.46729
Alloggio per uso turistico 2529;Unica;VIA SILVESTRI, 240;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87716;12.42951
Alloggio per uso turistico 2585;Unica;LUNGOTEVERE PORTUENSE, 188;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87562;12.46938
Alloggio per uso turistico 2601;Unica;VIA LORENZO VIDASCHI, 11;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87385;12.44871
Alloggio per uso turistico 2630;Unica;VIA PASQUALE REVOLTELLA, 16;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87393;12.45541
Alloggio per uso turistico 2646;Unica;VIA AMBROGIO TRAVERSARI, 29;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87752;12.46464
Alloggio per uso turistico 2765;Unica;VIA DEI VERALLI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8817;12.41983
Alloggio per uso turistico 2767;Unica;VIA AMBROGIO TRAVERSARI, 80;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87591;12.46328
Alloggio per uso turistico 2785;Unica;VIA SILVESTRI, 240;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87716;12.42951
Alloggio per uso turistico 2787;Unica;VIA FERDINANDO VEROSPI, 10;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87214;12.44775
Alloggio per uso turistico 2799;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.92579;12.48384
Alloggio per uso turistico 2809;Unica;VIA RAFFAELE BALESTRA, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87318;12.45002
Alloggio per uso turistico 2830;Unica;VIA SEVERO CARMIGNANO, 40;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86872;12.44487
Alloggio per uso turistico 2831;Unica;VIA ETTORE ROLLI, 30;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8741;12.46746
Alloggio per uso turistico 284;Unica;VIA STEFANO BOCCAPADULI, 48;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87243;12.44531
Alloggio per uso turistico 2858;Unica;VIA AURELIA ANTICA, 425;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88933;12.42481
Alloggio per uso turistico 2862;Unica;LARGO FRANCESCO ANZANI, 19;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.92579;12.48384
Alloggio per uso turistico 2875;Unica;VIA PANFILO CASTALDI, 23;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87417;12.46899
Alloggio per uso turistico 2878;Unica;VIA DEI MALASPINA, 18;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87493;12.41493
Alloggio per uso turistico 2915;Unica;VIA CAMILLO DE LELLIS, 8;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8694;12.45058
Alloggio per uso turistico 2923;Unica;VIALE DI VILLA PAMPHILI, 26;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88396;12.45665
Alloggio per uso turistico 2937;Unica;VIALE DEI QUATTRO VENTI, 31;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8836;12.45871
Alloggio per uso turistico 2942;Unica;VIA DI VAL TELLINA, 121;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86892;12.44675
Alloggio per uso turistico 2970;Unica;VIA ANTON GIULIO BARRILI, 35;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87979;12.46
lloggio per uso turistico 2980;Unica;VIA DI DONNA OLIMPIA, 20;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87926;12.45101
Alloggio per uso turistico 3076;Unica;VIA PIETRO CARTONI, 4;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87313;12.44966
Alloggio per uso turistico 31;Unica;VIA DI PONZIANO, 12;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8764;12.46515
Alloggio per uso turistico 3107;Unica;VIA ANGELO BELLANI, 21;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87301;12.46825
Alloggio per uso turistico 3124;Unica;VIA PORTUENSE, 123;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87707;12.46801
Alloggio per uso turistico 315;Unica;VIA DI VAL TELLINA, 121;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.86892;12.44675
Alloggio per uso turistico 3189;Unica;VIALE DEI QUATTRO VENTI, 166;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87732;12.45816
Alloggio per uso turistico 3199;Unica;VIA S. GIROLAMO EMILIANI, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87051;12.45296
Alloggio per uso turistico 3200;Unica;VIALE DEI QUATTRO VENTI, 238;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87432;12.45758
Alloggio per uso turistico 321;Unica;VIA PANFILO CASTALDI, 23;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87417;12.46899
Alloggio per uso turistico 3231;Unica;CIRCONVALLAZIONE GIANICOLENSE, 356;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87706;12.44369
Alloggio per uso turistico 328;Unica;VIALE DEI QUATTRO VENTI, 246;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.8741;12.45761
Alloggio per uso turistico 3297;Unica;VIALE DEI QUATTRO VENTI, 90;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88194;12.45859
Alloggio per uso turistico 3300;Unica;VIA ALBERTO MARIO, 9;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88002;12.46292
Alloggio per uso turistico 3346;Unica;VIA DI DONNA OLIMPIA, 20;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.87926;12.45101
Alloggio per uso turistico 3375;Unica;PIAZZA IPPOLITO NIEVO, 5;Municipio XII (ex Mun XVI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0;41.88106;12.46706
