 CAPPELLARI29;Categoria 2;VIA DEI CAPPELLARI, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
;41.89165;12.51835Alloggio per uso turistico 2965;Unica;VIA SAMPIERO DI BASTELICA, 81;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89075;12.53881Alloggio per uso turistico 2977;Unica;VIA POLICASTRO, 35;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88269;12.54446Alloggio per uso turistico 3001;Unica;VIA ANTONIO RAIMONDI, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89101;12.531Alloggio per uso turistico 3082;Unica;VIA FRANCESCO COSTANTINO MARMOCCHI, 33;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88586;12.53473Alloggio per uso turistico 3096;Unica;VIA DEI PISONI, 79;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86618;12.5461Alloggio per uso turistico 3100;Unica;VIA ALO GIOVANNOLI, 7;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88293;12.54073Alloggio per uso turistico 312;Unica;VIA TOLMEZZO, 67;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89762;12.55001Alloggio per uso turistico 3131;Unica;VIA PRENESTINA, 361/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89513;12.55823Alloggio per uso turistico 3149;Unica;VIA PISINO, 159;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89888;12.56056Alloggio per uso turistico 3179;Unica;VIA DEI QUINTILI, 223;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87086;12.54636Alloggio per uso turistico 3190;Unica;CIRCONVALLAZIONE CASILINA, 68;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88953;12.52707Alloggio per uso turistico 3193;Unica;VIA ALBERTO DA GIUSSANO, 83;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89048;12.53466Alloggio per uso turistico 3247;Unica;VIA PISINO, 229;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90002;12.56147Alloggio per uso turistico 331;Unica;VIA DEL PIGNETO, 133;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88866;12.5283Alloggio per uso turistico 3376;Unica;VIA RAIMONDO MONTECUCCOLI, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89283;12.52715Alloggio per uso turistico 3453;Unica;VIALE AGOSTA, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8906;12.55774Alloggio per uso turistico 3457;Unica;VIA PERUGIA, 13;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88993;12.52564Alloggio per uso turistico 3488;Unica;VIA ADRIANO BALBI, 9;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88672;12.53165Alloggio per uso turistico 3527;Unica;VIA BARTOLOMEO CENTOGATTI, 23/D;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87918;12.53629Alloggio per uso turistico 3532;Unica;VIA DEL PIGNETO, 77;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88903;12.52587Alloggio per uso turistico 355;Unica;VIA AMEDEO CENCELLI, 59;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87773;12.54292Alloggio per uso turistico 36;Unica;VIA GIAMBATTISTA RAMUSIO, 7;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88601;12.54277Alloggio per uso turistico 3618;Unica;VIA ARNALDO ULIVELLI, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87808;12.54634Alloggio per uso turistico 3631;Unica;VIA UGO NIUTTA, 9;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87493;12.54238Alloggio per uso turistico 3640;Unica;VIA OLEVANO ROMANO, 71;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89247;12.55553Alloggio per uso turistico 3667;Unica;VIA PAUSANIA, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8862;12.53421Alloggio per uso turistico 3668;Unica;VIA FAUSTO PESCI, 38;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87427;12.54327Alloggio per uso turistico 3670;Unica;VIA LEONARDO BUFALINI, 79;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88351;12.53875Alloggio per uso turistico 3739;Unica;VIA GIOVANNI BRANCALEONE, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89095;12.53073Alloggio per uso turistico 3746;Unica;VIA MARIN SANUDO, 37;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88498;12.53613Alloggio per uso turistico 3747;Unica;VIA PRENESTINA, 194;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89219;12.53501Alloggio per uso turistico 3859;Unica;VIA FIVIZZANO, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88801;12.52549Alloggio per uso turistico 3908;Unica;VIA DEGLI ANGELI, 34;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87548;12.53936Alloggio per uso turistico 401;Unica;VIA SORRENTO, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89214;12.54257Alloggio per uso turistico 409;Unica;VIA ANACAPRI, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88998;12.54386Alloggio per uso turistico 4126;Unica;VIA ETTORE GIOVENALE, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89115;12.53148Alloggio per uso turistico 4153;Unica;VIALE DELL'ACQUEDOTTO ALESSANDRINO, 140;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87626;12.54662Alloggio per uso turistico 4183;Unica;VIA ANTONIO RAIMONDI, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89101;12.531Alloggio per uso turistico 4198;Unica;VIA DEL PIGNETO, 151;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88845;12.5289Alloggio per uso turistico 4212;Unica;VIA PISINO, 155;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89879;12.56041Alloggio per uso turistico 4214;Unica;VIA ETTORE GIOVENALE, 54/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88975;12.5315Alloggio per uso turistico 429;Unica;VIA DI ACQUA BULLICANTE, 185;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88497;12.54338Alloggio per uso turistico 4315;Unica;VIA DI TOR PIGNATTARA, 205;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8746;12.54138Alloggio per uso turistico 432;Unica;VIA NICOLO' PICCININO, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88808;12.53417Alloggio per uso turistico 4338;Unica;VIA DEL PIGNETO, 77;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88903;12.52587Alloggio per uso turistico 4341;Unica;VIA PRENESTINA, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89128;12.51946Alloggio per uso turistico 4402;Unica;VIA DEL PIGNETO, 7/E;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89015;12.52305Alloggio per uso turistico 4429;Unica;VIA ALO GIOVANNOLI, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88266;12.54066Alloggio per uso turistico 4436;Unica;VIA GROSSETO, 19;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88851;12.52525Alloggio per uso turistico 4449;Unica;VIA ARNALDO ULIVELLI, 18;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87789;12.54628Alloggio per uso turistico 4490;Unica;VIA ALIPIO, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88665;12.53285Alloggio per uso turistico 4499;Unica;VIA FORTEBRACCIO, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88984;12.52833Alloggio per uso turistico 4507;Unica;VIA BRACCIO DA MONTONE, 46;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88923;12.52955Alloggio per uso turistico 4594;Unica;VIA DEL PIGNETO, 169/A;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88853;12.52919Alloggio per uso turistico 4639;Unica;VIA FIVIZZANO, 30;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88847;12.52578Alloggio per uso turistico 4657;Unica;VIA DEL PIGNETO, 123;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88871;12.52808Alloggio per uso turistico 4665;Unica;VIA ETTORE GIOVENALE, 34/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89055;12.53136Alloggio per uso turistico 4699;Unica;VIA PRENESTINA, 74;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89097;12.52319Alloggio per uso turistico 474;Unica;VIA AMEDEO CENCELLI, 77;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87704;12.54281Alloggio per uso turistico 4758;Unica;VIA GROSSETO, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88823;12.52506Alloggio per uso turistico 4810;Unica;VIA CASILINA, 209;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88703;12.52659Alloggio per uso turistico 4814;Unica;VIA DELLA MARRANELLA, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88168;12.54242Alloggio per uso turistico 4822;Unica;VIA LUCHINO DAL VERME, 116;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88867;12.54134Alloggio per uso turistico 484;Unica;VIA TOLMEZZO, 67;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89762;12.55001Alloggio per uso turistico 486;Unica;VIA CAPUA, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87986;12.54451Alloggio per uso turistico 4860;Unica;VIA DIANA, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86721;12.54702Alloggio per uso turistico 4862;Unica;VIALE DELL'ACQUEDOTTO ALESSANDRINO, 134;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8762;12.54648Alloggio per uso turistico 4922;Unica;VIA PIETRO ROVETTI, 170;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87746;12.54675Alloggio per uso turistico 5017;Unica;VIA CALTANISSETTA, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88808;12.52663Alloggio per uso turistico 5043;Unica;VIA ROMANELLO DA FORLI', 26;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89057;12.53222Alloggio per uso turistico 5050;Unica;VIA PRENESTINA, 379;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89507;12.56053Alloggio per uso turistico 5086;Unica;VIA BARTOLINO DA NOVARA, 61;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87692;12.5396Alloggio per uso turistico 5087;Unica;VIA LUIGI FILIPPO DE MAGISTRIS, 109;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88719;12.5304Alloggio per uso turistico 5102;Unica;VIA FRANCESCO COSTANTINO MARMOCCHI, 36;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88592;12.53463Alloggio per uso turistico 5111;Unica;VIA GIACOMO DA GOZO, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87794;12.53706Alloggio per uso turistico 512;Unica;VIA AUGUSTO DULCERI, 71;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88458;12.53602Alloggio per uso turistico 5129;Unica;PIAZZALE PRENESTINO, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8913;12.52629Alloggio per uso turistico 515;Unica;VIA ALBONA, 77;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89851;12.55527Alloggio per uso turistico 5159;Unica;PIAZZA RONCHI, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89491;12.5495Alloggio per uso turistico 5169;Unica;VIA DELLA MARRANELLA, 5;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88089;12.54222Alloggio per uso turistico 5172;Unica;VIA PIETRO ROVETTI, 18;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87793;12.54255Alloggio per uso turistico 5201;Unica;VIA L'AQUILA, 23/M;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89048;12.52439Alloggio per uso turistico 5215;Unica;VIA AMICO DA VENAFRO, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8912;12.53402Alloggio per uso turistico 522;Unica;VIA SAMPIERO DI BASTELICA, 38;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89049;12.53828Alloggio per uso turistico 5297;Unica;CIRCONVALLAZIONE CASILINA, 76;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88937;12.52705Alloggio per uso turistico 5301;Unica;VIA DEGLI ARVALI, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86919;12.54622Alloggio per uso turistico 5309;Unica;VIA ARIANO IRPINO, 27;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89205;12.54295Alloggio per uso turistico 5324;Unica;VIA ATTILIO MORI, 25;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88746;12.52961Alloggio per uso turistico 5338;Unica;VIA VISCONTE MAGGIOLO, 33;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88323;12.54208Alloggio per uso turistico 5380;Unica;VIA DI ACQUA BULLICANTE, 223;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8861;12.54319Alloggio per uso turistico 5385;Unica;VIA DEL PIGNETO, 24;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88915;12.52485Alloggio per uso turistico 5425;Unica;VIA ROMANELLO DA FORLI', 34;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89001;12.53233Alloggio per uso turistico 5528;Unica;VIA ATTILIO HORTIS, 54;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89514;12.54838Alloggio per uso turistico 5548;Unica;VIALE ARCANGELO GHISLERI, 30;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88625;12.52976Alloggio per uso turistico 5567;Unica;VIA NATALE PALLI, 31;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87683;12.54298Alloggio per uso turistico 5582;Unica;VIA ATTILIO HORTIS, 65;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89511;12.5482Alloggio per uso turistico 5688;Unica;CIRCONVALLAZIONE CASILINA, 104;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88848;12.52694Alloggio per uso turistico 5715;Unica;VIA FRA MAURO, 18;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88657;12.53391Alloggio per uso turistico 5716;Unica;VIA GROSSETO, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88832;12.52512Alloggio per uso turistico 5737;Unica;VIA DI ACQUA BULLICANTE, 304;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89133;12.54204Alloggio per uso turistico 5760;Unica;VIA PRENESTINA, 379;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89507;12.56053Alloggio per uso turistico 5799;Unica;VIA CORI, 23/B;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88687;12.54931Alloggio per uso turistico 5803;Unica;VIA SABAUDIA, 67;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89261;12.55828Alloggio per uso turistico 5817;Unica;VIA FIVIZZANO, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88846;12.52572Alloggio per uso turistico 5831;Unica;VIA ETTORE GIOVENALE, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89017;12.53153Alloggio per uso turistico 5847;Unica;VIA VISCONTE MAGGIOLO, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88348;12.54271Alloggio per uso turistico 5869;Unica;VIA CALTANISSETTA, 39;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88859;12.52664Alloggio per uso turistico 5889;Unica;VIA ASCOLI PICENO, 50;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89004;12.52586Alloggio per uso turistico 595;Unica;CIRCONVALLAZIONE CASILINA, 104;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88848;12.52694Alloggio per uso turistico 5959;Unica;VIA ROMANELLO DA FORLI', 25;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88999;12.5325Alloggio per uso turistico 6031;Unica;VIA OLEVANO ROMANO, 224;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89096;12.55556Alloggio per uso turistico 6032;Unica;VIA PESARO, 14;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88957;12.52504Alloggio per uso turistico 6046;Unica;VIA CODROIPO, 2;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89827;12.56281Alloggio per uso turistico 6064;Unica;VIA FANFULLA DA LODI, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89127;12.52998Alloggio per uso turistico 6096;Unica;VIA ANTONIO RAIMONDI, 29;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89101;12.531Alloggio per uso turistico 6107;Unica;VIA CASILINA, 403;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88123;12.53977Alloggio per uso turistico 6113;Unica;VIA MONTEFORTE IRPINO, 42;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89135;12.55224Alloggio per uso turistico 6125;Unica;VIA CALTANISSETTA, 13;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88805;12.52656Alloggio per uso turistico 6136;Unica;VIA BRACCIO DA MONTONE, 25;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8893;12.52863Alloggio per uso turistico 6189;Unica;VIA UGO NIUTTA, 35;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87435;12.54241Alloggio per uso turistico 6212;Unica;VIA CALTANISSETTA, 31;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8884;12.52662Alloggio per uso turistico 623;Unica;VIA ERASMO GATTAMELATA, 43;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89057;12.53654Alloggio per uso turistico 6233;Unica;VIA CALTANISSETTA, 10;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88799;12.52662Alloggio per uso turistico 6235;Unica;VIA ETTORE GIOVENALE, 44;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89013;12.53153Alloggio per uso turistico 6277;Unica;PIAZZA RONCHI, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89491;12.5495Alloggio per uso turistico 6308;Unica;VIA CASTRUCCIO CASTRACANE, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88906;12.52968Alloggio per uso turistico 632;Unica;VIA ERASMO GATTAMELATA, 12;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89198;12.53609Alloggio per uso turistico 6339;Unica;VIA DI PORTA FURBA, 107;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87402;12.54049Alloggio per uso turistico 6346;Unica;VIA MACERATA, 24;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88964;12.52648Alloggio per uso turistico 6355;Unica;VIA DEL PIGNETO, 30/C;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88901;12.52516Alloggio per uso turistico 6377;Unica;VIA GUGLIELMO DEGLI UBERTINI, 64;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89001;12.54064Alloggio per uso turistico 6379;Unica;VICOLO DI VILLA BERTA, 21;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87355;12.54012Alloggio per uso turistico 6498;Unica;VIA GIUSEPPE DALLA VEDOVA, 4;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88646;12.54296Alloggio per uso turistico 6502;Unica;VIA ASCOLI PICENO, 23;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88968;12.52568Alloggio per uso turistico 6516;Unica;VIA CASILINA, 961;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87247;12.57552Alloggio per uso turistico 6524;Unica;VIA FORTEBRACCIO, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88984;12.52833Alloggio per uso turistico 6529;Unica;VICOLO CASILINO, 6;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88038;12.54313Alloggio per uso turistico 6556;Unica;VIA ALTAVILLA IRPINA, 8;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89059;12.55159Alloggio per uso turistico 6603;Unica;VIA ARRIANO, 11;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88544;12.53655Alloggio per uso turistico 6616;Unica;VIA AMEDEO CENCELLI, 31;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8785;12.54304Alloggio per uso turistico 6623;Unica;VIA CONTE DI CARMAGNOLA, 32;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89038;12.5348Alloggio per uso turistico 6680;Unica;VIA DEL PIGNETO, 28;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8891;12.52499Alloggio per uso turistico 6683;Unica;VIA MACERATA, 37;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88953;12.52638Alloggio per uso turistico 6694;Unica;VIA ERASMO GATTAMELATA, 3;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89175;12.53631Alloggio per uso turistico 6698;Unica;VIA GIOVANNI BRANCALEONE, 34;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89041;12.53067Alloggio per uso turistico 6699;Unica;VIA PAUSANIA, 15;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88608;12.53421Alloggio per uso turistico 6734;Unica;VIA DEL PIGNETO, 176;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8859;12.53692Alloggio per uso turistico 6802;Unica;VIA ERATOSTENE, 23;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88167;12.54159Alloggio per uso turistico 6900;Unica;VIA DEI QUINTILI, 47;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.86557;12.54673Alloggio per uso turistico 6908;Unica;VIA PRENESTINA, 66;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89105;12.52261Alloggio per uso turistico 6923;Unica;VIA CIRO DA URBINO, 33;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87811;12.54055Alloggio per uso turistico 697;Unica;VIA DELLA MARRANELLA, 115;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88421;12.54219Alloggio per uso turistico 6974;Unica;VIA MUZIO ATTENDOLO, 16;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8919;12.53527Alloggio per uso turistico 7010;Unica;VIA FRANCESCO COSTANTINO MARMOCCHI, 49;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88554;12.53444Alloggio per uso turistico 7030;Unica;CIRCONVALLAZIONE CASILINA, 34;Municipio V (ex Mun VI);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
